Loan_ID,Borrower_ID,Loan_Amount,Interest_Rate,Loan_Term_Months,Annual_Revenue,EBITDA,Debt_to_Equity,Current_Ratio,Credit_Score,Collateral_Value,Origination_Date,Default,LTV_Ratio,Debt_Service_Coverage,Months_Since_Origination,Delinquency_Days,annual_turnover,monthly_sales,sales_growth_3m,days_past_due,gst_delay_days,cash_flow_3m_trend,cash_flow_6m_trend,industry_risk_score,Loan_Purpose_Expansion,Loan_Purpose_Inventory,Loan_Purpose_Other,Loan_Purpose_Real Estate,Loan_Purpose_Working Capital,Industry_Construction,Industry_Healthcare,Industry_Manufacturing,Industry_Retail,Industry_Services,Industry_Technology,Industry_Transportation
LOAN_008512,BORR_008512,232522,5.69,24,5112609,1234602,2.76,1.73,499,117813,2021-04-02,0,1.97,5.0,16,16,5221303,504862,-0.1978,24,81,0.0385,0.0654,5.6,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_008513,BORR_008513,334180,13.24,48,1139572,125311,3.54,1.17,670,70069,2023-09-29,0,2.0,5.0,8,20,1160999,112482,-0.1421,19,73,0.0676,-0.0131,4.9,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_008514,BORR_008514,85097,4.7,12,631286,333481,2.34,3.5,682,11132,2020-11-02,0,2.0,5.0,28,21,619879,58308,0.3464,16,25,-0.0419,-0.0186,3.8,0,0,0,1,0,0,0,1,0,0,0,0
LOAN_008515,BORR_008515,230405,7.19,36,167675,45436,2.89,2.0,617,74146,2021-03-11,1,2.0,5.0,24,141,163520,12946,-0.3858,131,42,-0.2229,0.0052,6.8,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_008516,BORR_008516,40495,7.37,60,1953404,244937,1.1,2.26,693,39916,2022-10-17,1,1.01,5.0,4,162,2042463,184999,-0.0658,252,117,-0.0447,-0.0287,6.5,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_008517,BORR_008517,1124276,5.77,36,22922572,100170,3.36,2.46,482,50291,2021-06-23,0,2.0,2.73,23,8,23892883,1907678,-0.0927,17,29,0.1646,0.0159,7.2,1,0,0,0,0,1,0,0,0,0,0,0
LOAN_008518,BORR_008518,62855,9.59,60,906643,86897,3.15,1.33,506,58564,2021-12-20,0,1.07,5.0,18,13,902773,67184,-0.0325,0,73,-0.0661,-0.0004,8.5,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_008519,BORR_008519,884936,4.13,120,670162,178468,3.61,2.1,643,36814,2024-08-03,0,2.0,5.0,15,10,693362,54149,0.1106,25,75,0.1455,0.0568,5.5,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_008520,BORR_008520,114644,7.31,48,1184569,25759,2.99,0.97,698,102542,2021-07-17,0,1.12,5.0,54,26,1178921,81383,0.1032,26,83,-0.018,-0.0653,4.9,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_008521,BORR_008521,220355,14.27,24,1098449,250307,3.57,3.42,604,72626,2020-05-26,0,2.0,5.0,46,11,1090143,84732,-0.0821,27,56,0.0342,0.1282,4.4,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_008522,BORR_008522,77462,7.42,36,773674,406761,1.07,2.08,701,12474,2023-11-27,0,2.0,5.0,18,4,747118,61282,-0.1837,1,58,-0.0494,-0.1564,3.7,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_008523,BORR_008523,35454,7.97,12,14513793,65179,3.35,0.88,689,115470,2020-02-13,0,0.31,5.0,34,15,14406980,1419318,0.1133,22,18,-0.1119,-0.0567,3.1,0,1,0,0,0,0,0,0,0,1,0,0
LOAN_008524,BORR_008524,11882,9.2,48,1268391,206440,3.84,2.42,784,140526,2021-10-27,0,0.08,5.0,53,8,1273136,98176,0.1029,15,53,-0.1994,0.0967,2.7,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_008525,BORR_008525,33423,10.18,60,251795,826700,3.35,1.07,584,1798,2024-11-02,0,2.0,5.0,43,22,239771,23197,-0.0227,13,69,-0.1166,-0.1649,5.8,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_008526,BORR_008526,100121,12.9,48,292670,434024,2.65,2.93,620,1009,2021-02-08,1,2.0,5.0,48,164,291034,21622,-0.0995,334,43,-0.1679,-0.1143,4.2,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_008527,BORR_008527,223645,6.09,60,4718847,136859,3.74,3.37,665,57324,2023-01-14,0,2.0,5.0,42,8,4851614,354324,-0.0469,22,82,0.0354,0.0145,5.9,0,0,0,0,0,0,0,0,0,0,1,0
LOAN_008528,BORR_008528,740861,13.59,60,1691143,272392,0.83,3.27,687,41142,2022-07-24,1,2.0,5.0,8,33,1721591,144555,-0.2429,362,56,-0.2025,0.3583,5.6,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_008529,BORR_008529,83396,12.33,84,788658,1133063,0.56,1.96,488,150164,2023-07-18,0,0.56,5.0,12,19,799317,71206,0.0206,19,65,-0.0435,-0.1898,4.5,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_008530,BORR_008530,43349,11.95,36,713702,226312,3.88,2.72,648,20990,2020-03-12,0,2.0,5.0,40,6,742932,50626,0.0979,28,78,-0.0958,0.1185,6.0,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_008531,BORR_008531,18693,4.95,84,2776160,557428,2.89,1.22,666,79922,2024-07-12,0,0.23,5.0,13,17,2642357,195628,0.0664,17,10,-0.1631,-0.0257,4.5,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_008532,BORR_008532,334400,4.24,60,466468,457930,0.9,1.0,604,152768,2024-03-24,0,2.0,5.0,24,19,469129,38401,0.0964,8,89,0.0676,0.1978,2.9,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_008533,BORR_008533,1295998,10.53,36,1004971,184133,1.69,3.02,808,116845,2020-11-07,0,2.0,3.89,1,20,1033848,80330,-0.0941,13,17,0.176,-0.1757,3.8,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_008534,BORR_008534,1087612,13.49,120,2883416,870843,3.12,2.68,651,19486,2023-10-13,0,2.0,5.0,11,4,2895334,261798,0.2573,29,64,0.162,-0.0091,5.1,0,0,0,0,1,0,0,0,0,1,0,0
LOAN_008535,BORR_008535,472077,10.43,120,492942,43685,3.13,3.25,585,54839,2023-02-07,0,2.0,5.0,12,0,484261,40535,-0.0314,12,31,0.0952,0.0649,6.2,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_008536,BORR_008536,424138,6.35,48,5532669,283854,1.09,3.27,752,25127,2020-11-09,0,2.0,5.0,16,6,5331418,383925,0.0022,25,3,0.0866,-0.1706,2.6,1,0,0,0,0,0,0,0,0,0,1,0
LOAN_008537,BORR_008537,2077001,5.0,60,168532,79320,2.15,1.74,631,70307,2020-06-27,0,2.0,1.83,34,13,175063,16890,-0.1778,13,85,0.2137,0.1598,5.6,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_008538,BORR_008538,267833,11.7,36,1258973,519143,3.33,1.66,655,96166,2021-12-11,0,2.0,5.0,45,1,1255292,95942,-0.0091,25,35,0.0498,0.0816,3.5,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_008539,BORR_008539,428992,11.94,36,1317690,159067,3.88,1.99,648,348283,2023-07-06,0,1.23,5.0,16,23,1367513,124495,0.0998,18,56,0.0875,-0.2364,4.4,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_008540,BORR_008540,100591,5.9,24,94019,563167,2.68,2.6,753,38840,2025-03-15,0,2.0,5.0,54,13,94826,8786,0.1344,16,32,-0.0285,-0.0007,4.7,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_008541,BORR_008541,21098,4.31,48,493256,440285,2.73,0.81,607,225456,2023-04-15,0,0.09,5.0,21,16,501848,49568,0.2543,26,13,-0.1534,0.0629,8.8,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_008542,BORR_008542,58350,8.49,48,2460475,94233,2.14,2.24,588,230118,2023-08-21,1,0.25,5.0,38,129,2535337,211151,-0.1584,284,99,-0.1807,-0.377,5.6,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_008543,BORR_008543,160534,10.41,24,506398,327283,2.39,0.85,555,50998,2023-11-16,0,2.0,5.0,57,2,514457,44857,0.0615,3,36,0.0089,-0.217,4.8,0,0,0,0,0,0,0,0,0,0,0,1
LOAN_008544,BORR_008544,178292,11.77,60,875544,294995,0.85,2.02,635,23369,2022-03-01,0,2.0,5.0,27,20,866618,67448,-0.0469,8,4,0.0173,0.0468,3.7,1,0,0,0,0,0,0,0,0,0,1,0
LOAN_008545,BORR_008545,2926825,12.91,24,738323,124778,1.72,1.02,657,53529,2023-12-25,0,2.0,0.81,15,1,739329,66001,-0.0793,23,49,0.2412,0.3367,3.4,0,0,0,1,0,0,1,0,0,0,0,0
LOAN_008546,BORR_008546,183857,10.72,12,3869649,502200,2.28,2.32,629,164203,2022-07-06,0,1.12,5.0,16,19,3986916,327376,0.1655,26,60,0.0198,-0.053,7.3,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_008547,BORR_008547,953853,5.22,36,1814215,141113,1.46,1.65,614,66656,2021-07-26,0,2.0,4.6,49,9,1791292,145551,0.1627,10,85,0.1515,0.2404,4.1,0,0,0,0,1,0,0,0,0,1,0,0
LOAN_008548,BORR_008548,84743,11.51,36,700779,59099,1.76,2.09,591,12328,2023-06-26,0,2.0,5.0,23,2,692938,65955,-0.1416,6,68,-0.0422,-0.1078,4.9,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_008549,BORR_008549,101975,14.83,36,508858,236181,3.9,3.39,771,69515,2022-09-06,0,1.47,5.0,35,22,488284,33368,0.1285,14,37,-0.0274,0.0373,4.7,0,0,0,1,0,0,0,1,0,0,0,0
LOAN_008550,BORR_008550,22169,13.96,36,3400708,294146,0.52,1.72,564,16005,2021-01-21,0,1.39,5.0,25,19,3541696,340234,0.1176,24,45,-0.1495,0.1207,6.5,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_008551,BORR_008551,53450,13.59,36,1429892,3392,1.56,2.74,492,48906,2025-02-20,0,1.09,1.62,28,29,1371414,130378,-0.1471,17,14,-0.0791,0.0037,4.2,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_008552,BORR_008552,358782,7.32,24,4028629,3674563,2.54,2.64,647,750425,2022-02-06,0,0.48,5.0,59,5,4088336,341562,0.1011,19,36,0.0732,-0.0397,3.7,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_008553,BORR_008553,164610,12.26,36,2523582,6450902,1.48,3.15,796,337524,2021-07-14,0,0.49,5.0,44,8,2501675,207655,-0.1374,28,26,0.0109,0.1139,8.1,0,0,0,1,0,0,0,0,1,0,0,0
LOAN_008554,BORR_008554,669581,13.36,84,23819,54985,2.87,1.7,702,33541,2023-02-21,0,2.0,3.56,24,15,23594,1857,-0.3444,29,0,0.1232,0.2887,6.1,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_008555,BORR_008555,213604,11.46,24,4354230,362356,1.55,0.95,688,74065,2024-05-02,0,2.0,5.0,4,26,4432410,442380,-0.004,4,28,0.0318,0.0501,3.5,1,0,0,0,0,0,1,0,0,0,0,0
LOAN_008556,BORR_008556,95924,6.76,60,1396978,40590,2.73,3.42,722,222371,2023-04-04,0,0.43,5.0,42,14,1336501,94052,0.0587,15,71,-0.0323,-0.0724,5.2,0,0,0,0,0,0,0,0,0,0,1,0
LOAN_008557,BORR_008557,4083419,14.49,24,1615725,18758,3.47,1.78,599,22285,2020-08-17,0,2.0,0.5,6,23,1630865,140809,0.0027,20,6,0.2678,-0.0235,6.8,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_008558,BORR_008558,141371,8.96,36,108300,89641,2.81,1.32,584,3339456,2021-11-30,0,0.04,5.0,14,8,111246,9944,0.4501,11,28,-0.0013,0.383,8.4,0,0,0,1,0,0,0,0,1,0,0,0
LOAN_008559,BORR_008559,931453,5.43,36,670216,26848,0.67,3.27,648,6993,2021-08-17,0,2.0,0.89,3,8,692213,67706,0.0768,16,30,0.1496,0.0252,5.5,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_008560,BORR_008560,89159,5.21,84,1289697,325908,3.28,1.31,724,106100,2023-04-21,0,0.84,5.0,21,12,1247205,115582,0.0421,24,37,-0.0381,-0.0842,3.9,0,1,0,0,0,0,0,0,0,1,0,0
LOAN_008561,BORR_008561,471841,11.12,36,257886,510425,1.24,2.23,599,41242,2022-03-07,1,2.0,5.0,34,116,268134,23630,0.0361,208,89,-0.2231,-0.2373,5.9,0,0,0,1,0,0,1,0,0,0,0,0
LOAN_008562,BORR_008562,654759,8.81,60,5913049,1605182,2.72,2.84,586,70457,2024-06-04,0,2.0,5.0,38,19,6005378,423741,-0.0462,24,36,0.1214,-0.2689,5.1,0,0,0,0,1,0,0,0,0,1,0,0
LOAN_008563,BORR_008563,222512,5.04,48,2945479,173092,2.76,2.77,632,96998,2023-03-09,0,2.0,5.0,2,20,3057953,241958,0.1594,20,58,0.035,0.0595,4.3,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_008564,BORR_008564,4761,12.14,24,742761,499883,3.31,0.88,729,70603,2025-02-10,0,0.07,5.0,44,18,741667,52876,0.0742,25,78,-0.2725,0.1032,4.3,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_008565,BORR_008565,167272,12.79,84,10601864,270201,2.27,1.35,681,11339,2020-07-24,1,2.0,5.0,7,33,10646427,1022487,-0.2686,204,99,-0.0642,0.0735,5.7,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_008566,BORR_008566,1030639,11.98,36,1874354,236651,1.82,3.2,660,31548,2023-02-09,0,2.0,5.0,35,22,1952896,178990,-0.0736,23,57,0.1577,0.0028,4.0,0,0,0,1,0,0,0,0,0,0,1,0
LOAN_008567,BORR_008567,359051,6.22,12,6241958,44436,2.31,2.29,562,4555,2024-06-29,0,2.0,1.4,23,27,6491579,596692,-0.2146,6,25,0.0733,-0.1706,2.8,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_008568,BORR_008568,317666,11.59,36,451717,119195,2.41,2.66,600,29292,2023-02-07,0,2.0,5.0,20,10,449375,39728,-0.0552,20,47,0.0635,0.0249,6.1,0,0,0,0,1,0,0,0,0,1,0,0
LOAN_008569,BORR_008569,12290,4.12,36,2134331,100964,3.38,1.89,561,80070,2022-02-24,0,0.15,5.0,33,14,2086183,174338,0.0624,11,10,-0.1967,0.0772,6.8,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_008570,BORR_008570,55233,7.36,12,6022534,350704,1.22,2.81,540,148562,2024-06-10,0,0.37,5.0,25,7,5958195,426998,-0.0467,16,22,-0.0765,-0.0753,5.2,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_008571,BORR_008571,301654,8.39,48,4979595,10515,3.46,1.58,567,20352,2023-02-05,0,2.0,1.25,37,27,4923706,382357,0.0638,6,33,0.0594,0.2586,5.9,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_008572,BORR_008572,301213,13.19,36,4035991,638919,1.78,1.43,712,69028,2024-06-18,0,2.0,5.0,59,8,3949970,281358,-0.0149,10,32,0.0592,-0.1206,5.3,0,0,0,0,1,0,0,0,0,0,0,1
LOAN_008573,BORR_008573,1006510,8.29,48,5353132,115141,3.1,3.49,677,31411,2023-05-13,0,2.0,4.12,44,6,5229249,474974,0.0846,0,80,0.1558,0.0475,5.7,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_008574,BORR_008574,130966,4.12,12,7518053,68439,1.67,1.23,646,115112,2024-01-12,0,1.14,5.0,4,4,7789502,560903,-0.1265,16,1,-0.0074,0.1322,6.7,0,1,0,0,0,1,0,0,0,0,0,0
LOAN_008575,BORR_008575,299160,7.88,120,75412,254856,2.98,3.45,572,41028,2024-05-08,0,2.0,5.0,36,18,72168,6500,0.0489,24,60,0.0587,-0.0066,5.8,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_008576,BORR_008576,166801,9.49,24,721084,157892,3.3,3.3,620,114928,2021-08-17,0,1.45,5.0,7,19,733891,65860,-0.0761,21,3,0.012,-0.0233,4.0,0,0,1,0,0,0,1,0,0,0,0,0
LOAN_008577,BORR_008577,37033,14.44,60,148620,200054,2.45,2.73,671,50125,2025-01-22,0,0.74,5.0,18,16,143757,11784,-0.2107,6,11,-0.1084,-0.2093,6.8,0,0,1,0,0,0,0,0,0,0,0,1
LOAN_008578,BORR_008578,5520,14.35,60,151060,891790,2.67,2.37,582,242993,2022-04-08,0,0.02,5.0,57,19,148711,10584,-0.0048,1,28,-0.2607,0.2086,8.0,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_008579,BORR_008579,310678,5.99,24,643266,15873,2.98,0.81,627,337696,2022-09-12,0,0.92,1.1,54,22,615061,47458,0.2504,10,41,0.0617,-0.0205,3.9,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_008580,BORR_008580,211276,6.04,24,718956,26693,2.91,2.52,644,5908,2024-02-04,0,2.0,2.71,54,9,702418,54322,-0.1988,15,82,0.0309,0.0856,5.2,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_008581,BORR_008581,64391,5.8,24,6155546,79231,3.05,2.89,768,58212,2021-11-26,0,1.11,5.0,16,18,6320773,568950,0.0379,14,56,-0.0642,0.1059,7.5,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_008582,BORR_008582,14346,12.68,24,287791,1001981,3.47,2.78,726,27158,2023-09-09,0,0.53,5.0,11,9,298871,21057,0.1396,7,49,-0.1843,-0.0892,7.3,0,1,0,0,0,1,0,0,0,0,0,0
LOAN_008583,BORR_008583,418574,4.07,24,1491118,454895,1.27,1.26,800,114232,2024-08-19,0,2.0,5.0,13,21,1449594,136700,0.365,14,65,0.0856,-0.0246,5.5,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_008584,BORR_008584,109220,5.4,60,8177510,138609,1.25,2.27,602,10677,2020-08-13,0,2.0,5.0,2,15,8147701,749862,-0.0539,6,6,-0.0219,0.2052,4.5,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_008585,BORR_008585,375236,9.92,36,1000956,357495,3.9,2.29,694,27291,2023-11-02,1,2.0,5.0,45,99,997985,72730,-0.1457,73,44,-0.3543,-0.0915,3.9,1,0,0,0,0,0,0,0,0,0,1,0
LOAN_008586,BORR_008586,2665954,6.72,48,12513438,484970,3.48,2.56,673,120718,2020-04-29,0,2.0,5.0,52,23,12980909,1176574,-0.155,7,45,0.2337,0.3242,4.8,0,0,0,0,0,0,0,0,0,0,0,1
LOAN_008587,BORR_008587,6554,5.02,12,126709,319167,2.57,3.04,736,99625,2021-03-16,0,0.07,5.0,50,25,130038,11566,0.1911,1,21,-0.247,-0.1067,6.3,0,0,0,1,0,0,0,1,0,0,0,0
LOAN_008588,BORR_008588,56988,7.96,84,434034,666230,0.53,2.69,783,45563,2024-01-27,1,1.25,5.0,24,156,434601,39811,-0.0278,108,85,-0.0455,0.0316,2.9,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_008589,BORR_008589,118887,7.02,24,7659944,204448,3.49,1.18,564,16866,2020-03-09,0,2.0,5.0,40,24,7790735,568445,-0.0356,3,32,-0.0151,0.0248,6.8,1,0,0,0,0,1,0,0,0,0,0,0
LOAN_008590,BORR_008590,1443006,9.62,36,533573,307795,3.13,0.85,603,76944,2024-01-28,0,2.0,5.0,36,19,552106,39707,-0.2573,6,53,0.1846,0.3363,5.5,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_008591,BORR_008591,13980,14.77,12,901833,310116,3.85,1.17,521,201149,2023-03-13,0,0.07,5.0,6,2,857601,63933,0.1526,5,19,-0.1864,-0.2816,7.3,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_008592,BORR_008592,2969165,5.37,24,8936359,95480,0.55,0.91,711,36497,2022-09-11,1,2.0,0.7,40,169,8849578,697898,-0.2638,36,117,0.0218,-0.086,5.0,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_008593,BORR_008593,199542,8.1,60,2669236,136738,0.6,1.98,581,90279,2021-11-30,0,2.0,5.0,28,26,2777938,258687,0.1469,21,67,0.0263,0.0764,7.2,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_008594,BORR_008594,140927,14.25,60,167166,315239,2.31,1.57,587,38725,2024-08-21,0,2.0,5.0,25,21,171183,15622,-0.2208,4,13,-0.0015,0.01,4.1,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_008595,BORR_008595,120923,13.65,60,2522219,45764,3.5,0.82,690,18899,2020-07-31,1,2.0,5.0,21,129,2533024,247007,0.1392,30,91,-0.2046,0.1548,5.4,0,0,0,1,0,0,0,0,0,1,0,0
LOAN_008596,BORR_008596,84592,8.34,48,514962,63449,3.97,1.02,533,16100,2020-09-11,0,2.0,5.0,12,25,516488,35441,-0.2309,4,81,-0.0424,-0.1027,7.9,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_008597,BORR_008597,784008,11.69,120,665322,115850,1.62,1.87,549,117632,2020-07-15,1,2.0,5.0,48,45,655193,43931,0.0233,280,42,0.246,-0.3215,5.3,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_008598,BORR_008598,32768,4.97,48,1075131,174640,0.63,3.34,606,201622,2023-01-06,1,0.16,5.0,40,111,1077337,96929,0.1253,244,36,-0.0968,0.1485,3.9,0,1,0,0,0,0,0,0,0,1,0,0
LOAN_008599,BORR_008599,273244,11.84,36,600693,158650,1.18,3.49,652,7770,2020-01-30,0,2.0,5.0,43,3,610026,46347,0.0665,22,3,0.0514,-0.1645,5.8,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_008600,BORR_008600,91466,14.7,24,2164871,159125,3.57,0.94,622,39752,2020-12-11,0,2.0,5.0,14,9,2147197,167057,0.1002,22,66,-0.0361,-0.0017,5.9,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_008601,BORR_008601,51885,9.91,12,422531,193889,2.13,3.04,663,68984,2024-12-20,0,0.75,5.0,44,28,431579,36638,0.0188,7,63,-0.0815,-0.0533,5.0,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_008602,BORR_008602,7873102,9.48,48,1731459,120051,3.49,2.1,739,8859,2020-08-15,0,2.0,0.53,21,10,1794004,125724,-0.2744,19,85,0.3203,-0.0655,5.0,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_008603,BORR_008603,305155,6.06,36,2981999,67008,2.05,2.48,695,91142,2021-04-27,0,2.0,5.0,21,28,2879026,253612,0.1003,10,41,0.0603,0.0531,4.8,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_008604,BORR_008604,408357,10.97,48,1110641,170569,0.69,2.17,599,45280,2022-10-07,0,2.0,5.0,27,7,1105259,85663,0.0346,26,28,0.0836,-0.2681,5.0,0,0,0,1,0,0,1,0,0,0,0,0
LOAN_008605,BORR_008605,896869,10.49,24,1306765,373401,2.66,3.3,600,19703,2022-02-27,0,2.0,5.0,51,16,1294745,113623,-0.1154,26,79,0.1465,-0.0294,7.6,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_008606,BORR_008606,19302,11.17,60,1340356,498191,2.02,2.09,692,246077,2022-06-19,0,0.08,5.0,49,10,1365482,128992,-0.2154,28,34,-0.1606,0.3526,6.8,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_008607,BORR_008607,2254497,4.29,120,1403512,12237,2.22,1.25,631,58803,2020-08-07,0,2.0,0.5,53,1,1368405,99031,0.251,24,18,0.2203,-0.1579,6.4,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_008608,BORR_008608,3776,10.04,36,1062576,44847,3.82,2.91,735,53264,2022-04-29,0,0.07,5.0,38,17,1077478,105265,0.2047,25,78,-0.2911,0.1978,6.2,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_008609,BORR_008609,51372,10.54,60,1002885,555047,2.1,2.19,648,149128,2023-01-07,0,0.34,5.0,25,24,1040742,87793,0.1259,18,68,-0.0823,0.0132,3.4,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_008610,BORR_008610,81752,6.28,84,1038996,113159,3.29,1.12,539,32326,2025-06-04,0,2.0,5.0,7,25,1030489,100401,-0.0814,18,30,-0.0451,-0.0854,4.0,0,0,0,0,1,0,0,0,0,1,0,0
LOAN_008611,BORR_008611,389486,6.29,120,1503462,14979,0.71,2.05,662,18937,2023-08-07,1,2.0,2.83,11,133,1565256,115188,-0.0827,219,50,-0.381,0.1142,8.1,0,1,0,0,0,1,0,0,0,0,0,0
LOAN_008612,BORR_008612,225951,7.04,36,715804,796670,2.18,2.66,642,17169,2024-05-19,0,2.0,5.0,11,17,751104,65209,0.1347,1,72,0.0362,0.026,7.6,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_008613,BORR_008613,126725,11.83,60,1008759,601849,2.55,1.6,667,2726,2023-02-18,0,2.0,5.0,26,12,969023,77647,0.075,9,76,-0.01,0.223,5.8,0,0,1,0,0,0,0,0,0,0,0,1
LOAN_008614,BORR_008614,159852,10.67,24,3953140,34971,0.9,3.26,546,389695,2020-04-28,0,0.41,4.33,25,10,3847612,355804,-0.0362,6,20,0.0086,-0.0534,6.0,0,0,1,0,0,0,0,0,0,0,0,1
LOAN_008615,BORR_008615,37532,13.3,48,13363997,35449,1.56,3.09,541,387004,2022-07-15,0,0.1,5.0,8,23,13965884,1213127,0.1887,11,64,-0.1074,-0.0071,6.6,0,1,0,0,0,1,0,0,0,0,0,0
LOAN_008616,BORR_008616,17225,7.25,60,23052562,7856585,3.09,2.33,774,7063,2023-12-18,0,2.0,5.0,26,2,24109124,2004686,0.1472,25,76,-0.1697,0.1566,5.6,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_008617,BORR_008617,483964,14.03,60,1412044,49406,1.14,0.95,587,84142,2020-06-20,1,2.0,3.6,58,157,1355238,131592,0.1025,329,43,-0.1506,-0.3621,4.8,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_008618,BORR_008618,460726,12.18,24,348934,791573,0.95,2.37,620,12172,2021-08-12,1,2.0,5.0,42,164,332010,26307,-0.0646,71,32,-0.0887,0.0061,4.7,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_008619,BORR_008619,1752828,8.35,60,897859,1212047,1.55,1.92,494,4852,2024-10-05,0,2.0,5.0,8,0,867430,64189,0.0276,18,35,0.2001,0.0198,5.8,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_008620,BORR_008620,49760,5.05,36,1432480,24644,3.51,2.75,654,17287,2024-03-20,0,2.0,5.0,14,17,1503532,130712,0.122,0,79,-0.0848,0.2318,6.4,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_008621,BORR_008621,460110,6.83,24,4406749,49771,3.17,1.52,511,105586,2022-08-27,0,2.0,2.28,24,12,4265732,373113,-0.1086,10,73,0.0931,-0.0005,5.1,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_008622,BORR_008622,106344,14.52,48,508411,622161,3.22,2.44,642,19358,2021-09-05,1,2.0,5.0,51,42,508540,41345,-0.1141,106,92,-0.0192,-0.1286,4.8,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_008623,BORR_008623,970641,7.41,84,1036282,27682,1.63,2.3,665,15526,2022-09-03,0,2.0,1.58,10,0,1072387,88886,-0.1181,7,33,0.1529,0.0632,6.1,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_008624,BORR_008624,753846,7.63,120,357500,40431,0.85,2.22,606,579997,2024-09-08,0,1.3,3.65,44,17,340354,33576,0.2205,13,24,0.1326,-0.0248,6.7,0,0,0,1,0,0,0,1,0,0,0,0
LOAN_008625,BORR_008625,223421,6.09,60,8882371,126169,0.61,1.11,698,70403,2020-12-27,0,2.0,5.0,50,16,8975181,817544,0.0998,12,56,0.0353,-0.2694,5.5,0,1,0,0,0,0,0,0,1,0,0,0
